 ,Label,Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
90,,2,0.2383,1.1900,2.2600,0,1.1900,2.4900,0,0.2300,0.2141,255,255
91,,2,0.2356,1.3100,2.0000,0,1.4600,1.8500,0,0.2121,0.2021,255,255
92,,2,0.2349,2.4400,0.7600,0,2.5000,0.9700,0,0.2184,0.2017,255,255
93,,2,0.2338,2.1500,1.5200,0,2.3300,1.6500,0,0.2220,0.1935,255,255
94,,2,0.2324,1.1300,2.7900,0,1.3500,2.7800,0,0.2202,0.1912,255,255
95,,2,0.2314,1.1900,1.2000,0,1.3700,1.0900,0,0.2110,0.1914,255,255
96,,2,0.2283,0.7700,1.7200,0,0.7900,1.5000,0,0.2209,0.1910,255,255
97,,2,0.2273,0.9000,1.7300,0,1.0000,1.9100,0,0.2059,0.1903,255,255
98,,2,0.2273,2.5500,0.5900,0,2.4400,0.7600,0,0.2025,0.2140,255,255
99,,2,0.2266,0.8800,1.1500,0,1.0900,1.1700,0,0.2110,0.1914,255,255
100,,2,0.2256,1.3200,2.2400,0,1.4300,2.4000,0,0.1942,0.1954,255,255
101,,2,0.2241,0.0600,1.9000,0,0.2800,1.8900,0,0.2202,0.2106,255,255
102,,2,0.2224,2.1200,1.7300,0,2.1500,1.5200,0,0.2121,0.2020,255,255
103,,2,0.2190,1.0900,1.6700,0,1.1400,1.8600,0,0.1965,0.1998,255,255
104,,2,0.2190,2.5000,2.3900,0,2.6900,2.3200,0,0.2025,0.1698,255,255
105,,2,0.2156,1.8800,0.7600,0,1.9700,0.5900,0,0.1924,0.1878,255,255
106,,2,0.2156,1.5900,1.1100,0,1.7600,1.2200,0,0.2025,0.1841,255,255
107,,2,0.2149,2.7500,1.1100,0,2.9400,1.0500,0,0.1992,0.1787,255,255
108,,2,0.2141,2.1400,2.6700,0,2.1500,2.4600,0,0.2102,0.1900,255,255
109,,2,0.2141,2.8700,2.2100,0,3.0800,2.2000,0,0.2102,0.1810,255,255
110,,2,0.2124,1.7600,1.2200,0,1.7900,1.4200,0,0.2022,0.1922,255,255
111,,2,0.2107,1.7600,1.2200,0,1.8100,1.0300,0,0.1965,0.1978,255,255
112,,2,0.2056,0.0000,2.5200,0,0.1100,2.6800,0,0.1942,0.1906,255,255
113,,2,0.2056,2.0600,2.9200,0,1.9000,2.8100,0,0.1942,0.1899,255,255
114,,2,0.2038,2.0100,2.3200,0,2.1500,2.4600,0,0.1980,0.1798,255,255
115,,2,0.1990,0.8900,2.7100,0,0.8200,2.8800,0,0.1838,0.1867,255,255
116,,2,0.1983,0.8800,0.1600,0,0.8800,0.3500,0,0.1900,0.1741,255,255
117,,2,0.1983,1.5900,0.7900,0,1.6100,0.9800,0,0.1910,0.1702,255,255
118,,2,0.1956,2.5000,2.4900,0,2.6500,2.6000,0,0.1860,0.1661,255,255
119,,2,0.1951,3.1400,1.3100,0,2.9800,1.3600,0,0.1676,0.2005,255,255
120,,2,0.1931,2.4000,1.5000,0,2.3300,1.6500,0,0.1655,0.1758,255,255
121,,2,0.1924,0.6400,2.9100,0,0.8200,2.8800,0,0.1825,0.1844,255,255
122,,2,0.1924,2.8000,1.3900,0,2.9800,1.3600,0,0.1825,0.1668,255,255
123,,2,0.1924,2.9400,1.0500,0,2.9700,0.8700,0,0.1825,0.1506,255,255
124,,2,0.1873,2.4600,2.9200,0,2.6100,2.8300,0,0.1749,0.1699,255,255
125,,2,0.1841,1.6100,0.9800,0,1.7900,0.9900,0,0.1803,0.1600,255,255
126,,2,0.1807,0.7000,0.5300,0,0.6700,0.6900,0,0.1628,0.1682,255,255
127,,2,0.1807,1.3700,1.0900,0,1.5300,1.1400,0,0.1676,0.1453,255,255
128,,2,0.1807,0.6700,0.6900,0,0.8200,0.6300,0,0.1616,0.1552,255,255
129,,2,0.1807,1.6200,0.3600,0,1.6500,0.5200,0,0.1628,0.1718,255,255
130,,2,0.1773,0.6200,2.3800,0,0.5000,2.2700,0,0.1628,0.1675,255,255
131,,2,0.1766,0.4600,2.1300,0,0.5000,2.2700,0,0.1456,0.1466,255,255
132,,2,0.1741,0.1000,2.7100,0,0.2700,2.7200,0,0.1703,0.1424,255,255
133,,2,0.1724,1.3900,2.9300,0,1.3500,2.7800,0,0.1552,0.1650,255,255
134,,2,0.1673,2.0100,2.2800,0,2.1400,2.1900,0,0.1581,0.1376,255,255
135,,2,0.1649,0.9000,1.7300,0,1.0300,1.6600,0,0.1476,0.1323,255,255
136,,2,0.1631,1.7400,2.1200,0,1.8200,2.2500,0,0.1526,0.1137,255,255
137,,2,0.1607,1.0000,1.9100,0,1.1400,1.8600,0,0.1487,0.1155,255,255
138,,2,0.1607,2.3000,0.7100,0,2.4400,0.7600,0,0.1487,0.1356,255,255
139,,2,0.1590,0.4100,2.9200,0,0.2800,2.8500,0,0.1476,0.1456,255,255
140,,2,0.1590,2.1400,0.8400,0,2.2200,0.7200,0,0.1442,0.1350,255,255
141,,2,0.1583,1.6500,0.5200,0,1.6500,0.6700,0,0.1500,0.1306,255,255
142,,2,0.1573,0.2700,2.7200,0,0.3900,2.6300,0,0.1500,0.1363,255,255
143,,2,0.1541,1.3200,2.2400,0,1.3300,2.0900,0,0.1503,0.1300,255,255
144,,2,0.1514,2.8100,0.0000,0,2.7000,0.1000,0,0.1487,0.1434,255,255
145,,2,0.1507,0.6400,2.4000,0,0.6900,2.5300,0,0.1393,0.1417,255,255
146,,2,0.1490,1.6200,1.6200,0,1.5000,1.6900,0,0.1389,0.1450,255,255
147,,2,0.1449,1.5900,0.7900,0,1.6500,0.6700,0,0.1342,0.1088,255,255
148,,2,0.1441,2.1300,0.9800,0,2.1400,0.8400,0,0.1404,0.1200,255,255
149,,2,0.1431,1.6900,1.5100,0,1.7900,1.4200,0,0.1345,0.1326,255,255
150,,2,0.1424,0.2700,2.7200,0,0.2800,2.8500,0,0.1304,0.1256,255,255
151,,2,0.1407,1.9400,0.4700,0,1.9700,0.5900,0,0.1237,0.1251,255,255
152,,2,0.1390,2.4300,1.0800,0,2.5000,0.9700,0,0.1304,0.1052,255,255
153,,2,0.1383,0.2000,0.5800,0,0.3300,0.6000,0,0.1315,0.1004,255,255
154,,2,0.1383,1.4300,2.4000,0,1.5600,2.4200,0,0.1315,0.1030,255,255
155,,2,0.1383,1.5900,1.1100,0,1.6100,0.9800,0,0.1315,0.1102,255,255
156,,2,0.1366,2.3100,1.7700,0,2.3300,1.6500,0,0.1217,0.1066,255,255
157,,2,0.1366,1.0000,0.1200,0,0.8800,0.1600,0,0.1265,0.1320,255,255
158,,2,0.1349,3.1400,2.3100,0,3.0800,2.2000,0,0.1253,0.1249,255,255
159,,2,0.1341,0.7700,1.7200,0,0.9000,1.7300,0,0.1304,0.1100,255,255
160,,2,0.1341,1.3300,2.0900,0,1.4600,2.0800,0,0.1304,0.1111,255,255
161,,2,0.1324,1.8900,2.2500,0,2.0100,2.2800,0,0.1237,0.1013,255,255
162,,2,0.1307,0.0000,1.1700,0,0.0500,1.0600,0,0.1208,0.1222,255,255
163,,2,0.1307,2.0800,1.0900,0,2.1300,0.9800,0,0.1208,0.0947,255,255
