 ,Label,Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
69,,1,0.2649,1.4900,2.9300,0,1.7300,2.8700,0,0.2474,0.2523,255,255
70,,1,0.2597,1.1200,1.8500,0,1.3100,1.9900,0,0.2360,0.2068,255,255
71,,1,0.2583,1.4800,1.4100,0,1.5000,1.6600,0,0.2508,0.2402,255,255
72,,1,0.2583,1.8100,1.0300,0,2.0600,1.0500,0,0.2508,0.2364,255,255
73,,1,0.2572,1.6500,0.5500,0,1.7000,0.7800,0,0.2354,0.2225,255,255
74,,1,0.2566,2.7300,1.3400,0,2.7500,1.1000,0,0.2408,0.2253,255,255
75,,1,0.2556,2.9200,0.7000,0,3.0400,0.5000,0,0.2332,0.2217,255,255
76,,1,0.2514,1.8800,0.7500,0,2.0900,0.8500,0,0.2326,0.2156,255,255
77,,1,0.2497,1.1700,1.2200,0,1.3600,1.0900,0,0.2302,0.2072,255,255
78,,1,0.2431,2.0700,2.9300,0,1.9600,2.7500,0,0.2110,0.2267,255,255
79,,1,0.2397,1.3100,1.9900,0,1.4600,1.8300,0,0.2193,0.2066,255,255
80,,1,0.2366,2.3200,1.6100,0,2.3600,1.8300,0,0.2236,0.2026,255,255
81,,1,0.2366,2.0900,0.5400,0,2.1300,0.3200,0,0.2236,0.2138,255,255
82,,1,0.2283,0.8600,1.2200,0,1.0800,1.2000,0,0.2209,0.1734,255,255
83,,1,0.2279,1.7900,2.2400,0,1.9200,2.4100,0,0.2140,0.1912,255,255
84,,1,0.2241,0.0700,1.9000,0,0.2900,1.8900,0,0.2202,0.2110,255,255
85,,1,0.2207,1.1100,0.3000,0,1.0300,0.4700,0,0.1879,0.2083,255,255
86,,1,0.2197,0.8500,1.4300,0,1.0200,1.5500,0,0.2081,0.1899,255,255
87,,1,0.2197,2.6200,2.7400,0,2.7800,2.8700,0,0.2062,0.1750,255,255
88,,1,0.2190,2.4300,2.5400,0,2.5100,2.3800,0,0.1789,0.1978,255,255
89,,1,0.2190,2.1500,1.8300,0,2.3400,1.9000,0,0.2025,0.1782,255,255
90,,1,0.2173,0.8800,0.3500,0,1.0300,0.4700,0,0.1921,0.1710,255,255
91,,1,0.2166,1.1300,2.4800,0,1.1700,2.2800,0,0.2040,0.1884,255,255
92,,1,0.2141,0.8500,1.4300,0,0.8600,1.2200,0,0.2102,0.1900,255,255
93,,1,0.2131,0.4600,0.8800,0,0.5600,0.7200,0,0.1887,0.1583,255,255
94,,1,0.2131,2.0900,0.8500,0,2.2100,0.7100,0,0.1844,0.1743,255,255
95,,1,0.2114,0.0000,2.5200,0,0.1000,2.6900,0,0.1972,0.1938,255,255
96,,1,0.2107,2.3400,1.9000,0,2.3900,2.0900,0,0.1965,0.1763,255,255
97,,1,0.2107,1.7400,1.2000,0,1.8100,1.0300,0,0.1838,0.1778,255,255
98,,1,0.2107,1.8700,2.6000,0,1.9200,2.4100,0,0.1965,0.1908,255,255
99,,1,0.2090,0.9500,0.6400,0,1.0300,0.4700,0,0.1879,0.1854,255,255
100,,1,0.2090,2.7500,1.1000,0,2.9300,1.0300,0,0.1931,0.1627,255,255
101,,1,0.2049,1.3600,1.0900,0,1.5400,1.1500,0,0.1897,0.1538,255,255
102,,1,0.2049,1.6100,0.3700,0,1.6500,0.5500,0,0.1844,0.1959,255,255
103,,1,0.2031,2.4500,0.0100,0,2.5900,0.1200,0,0.1780,0.1833,255,255
104,,1,0.2031,0.9100,1.7400,0,1.0000,1.9000,0,0.1836,0.1748,255,255
105,,1,0.2007,0.6600,0.6800,0,0.8200,0.6300,0,0.1676,0.1640,255,255
106,,1,0.2007,1.9200,2.4100,0,2.1000,2.3800,0,0.1825,0.1628,255,255
107,,1,0.1949,1.4600,1.8300,0,1.5000,1.6600,0,0.1746,0.1637,255,255
108,,1,0.1924,1.7000,0.7800,0,1.8800,0.7500,0,0.1825,0.1564,255,255
109,,1,0.1907,1.0900,1.6800,0,1.1200,1.8500,0,0.1726,0.1670,255,255
110,,1,0.1883,0.8800,0.1700,0,0.8800,0.3500,0,0.1800,0.1741,255,255
111,,1,0.1873,1.8800,0.7500,0,1.9700,0.6000,0,0.1749,0.1621,255,255
112,,1,0.1873,1.8700,2.6000,0,1.9600,2.7500,0,0.1749,0.1641,255,255
113,,1,0.1849,1.8900,2.9300,0,1.7300,2.8700,0,0.1709,0.1694,255,255
114,,1,0.1831,2.6700,0.9500,0,2.7500,1.1000,0,0.1700,0.1710,255,255
115,,1,0.1814,1.7000,0.9000,0,1.8100,1.0300,0,0.1703,0.1625,255,255
116,,1,0.1766,2.8900,1.3600,0,2.7300,1.3400,0,0.1612,0.1633,255,255
117,,1,0.1741,2.1000,2.3800,0,2.1100,2.2100,0,0.1703,0.1400,255,255
118,,1,0.1731,0.6200,2.3700,0,0.5000,2.2700,0,0.1562,0.1680,255,255
119,,1,0.1731,0.7200,1.1400,0,0.8600,1.2200,0,0.1612,0.1301,255,255
120,,1,0.1690,0.4100,2.9300,0,0.2700,2.8600,0,0.1565,0.1567,255,255
121,,1,0.1690,2.2900,2.4700,0,2.4300,2.5400,0,0.1565,0.1556,255,255
122,,1,0.1683,1.9500,2.1900,0,2.1100,2.2100,0,0.1612,0.1300,255,255
123,,1,0.1666,0.7200,0.9900,0,0.7200,1.1400,0,0.1500,0.1551,255,255
124,,1,0.1666,0.2500,2.7100,0,0.2700,2.8600,0,0.1513,0.1356,255,255
